nuts_cd,nuts_name,national_capacity_mwp,year,country_cd,capacity_mwp,regional_capacity_percentage,112_percentage,142_percentage,211_percentage,11_percentage,13_percentage,14_percentage,21_percentage,1_percentage,2_percentage,gva_pounds_million_75_percentage,set,predicted_capacity_percentage,predicted_capacity_mwp
UKF14,Nottingham,2891.71726542994,2013,UK,12.701463510297309,0.4392360090712,0.0187709831220579,0.0024031715919124,0.0008395254984962,0.0204766967350417,0.0,0.0038343820528485,0.0008395254984962,0.028379683683435,0.0016420238852347,0.3434065934065934,train,0.2687654,7.771935453108106
UKF14,Nottingham,5364.097717529403,2014,UK,15.07867807765046,0.2811037171894661,0.0187709831220579,0.0024031715919124,0.0008395254984962,0.0204766967350417,0.0,0.0038343820528485,0.0008395254984962,0.028379683683435,0.0016420238852347,0.293040293040293,train,0.27112678,14.543504753539501
UKF14,Nottingham,9543.595741939756,2015,UK,19.12999321235677,0.2004484863947994,0.0187709831220579,0.0024031715919124,0.0008395254984962,0.0204766967350417,0.0,0.0038343820528485,0.0008395254984962,0.028379683683435,0.0016420238852347,0.3428179636612958,train,0.26772544,25.550633489563484
UKF14,Nottingham,11630.79190706653,2016,UK,21.915920779709914,0.1884301684255432,0.0187709831220579,0.0024031715919124,0.0008395254984962,0.0204766967350417,0.0,0.0038343820528485,0.0008395254984962,0.028379683683435,0.0016420238852347,0.3676470588235294,train,0.2687654,31.259544302929445
UKF14,Nottingham,12445.34457706653,2017,UK,23.013130779709915,0.1849135685814358,0.0187709831220579,0.0024031715919124,0.0008395254984962,0.0204766967350417,0.0,0.0038343820528485,0.0008395254984962,0.028379683683435,0.0016420238852347,0.326797385620915,train,0.26772544,33.31935326457174
UKF14,Nottingham,12668.58902706653,2018,UK,23.67879077970992,0.1869094555764656,0.0187709831220579,0.0024031715919124,0.0008395254984962,0.0204766967350417,0.0,0.0038343820528485,0.0008395254984962,0.028379683683435,0.0016420238852347,0.3133285128946734,train,0.2858469,36.212766436619354
UKF14,Nottingham,13024.98032544212,2019,UK,24.18507077970992,0.1856822058492359,0.0187709831220579,0.0024031715919124,0.0008395254984962,0.0204766967350417,0.0,0.0038343820528485,0.0008395254984962,0.028379683683435,0.0016420238852347,0.4353083434099154,train,0.23072849,30.052339857392482
UKF14,Nottingham,13421.966133009471,2020,UK,24.63205077970992,0.1835204360941635,0.0187709831220579,0.0024031715919124,0.0008395254984962,0.0204766967350417,0.0,0.0038343820528485,0.0008395254984962,0.028379683683435,0.0016420238852347,0.4937691041617681,train,0.22913454,30.75436174272187
UKF14,Nottingham,13967.18983814418,2021,UK,25.20674077970991,0.1804710974205469,0.0187709831220579,0.0024031715919124,0.0008395254984962,0.0204766967350417,0.0,0.0038343820528485,0.0008395254984962,0.028379683683435,0.0016420238852347,0.4578025477707006,test,0.23072849,32.22628559743177
UKF14,Nottingham,14995.53681814418,2022,UK,27.81122077970991,0.1854633223004001,0.0187709831220579,0.0024031715919124,0.0008395254984962,0.0204766967350417,0.0,0.0038343820528485,0.0008395254984962,0.028379683683435,0.0016420238852347,0.383461153717906,test,0.2687654,40.30281439634275
UKF14,Nottingham,16750.745028144178,2023,UK,30.975130779709907,0.1849179288901256,0.0187709831220579,0.0024031715919124,0.0008395254984962,0.0204766967350417,0.0,0.0038343820528485,0.0008395254984962,0.028379683683435,0.0016420238852347,,test,0.24585345,41.182283485380125
UKC14,Durham CC,79.78610239266125,2010,UK,0.4524056735315446,0.5670231531113832,0.0489783258438894,0.0096346955082066,0.2141511028253146,0.049556183315524,0.0037065560520294,0.0110303431998913,0.2141511028253146,0.0726679736009323,0.4985961440565624,0.4120313143798929,train,0.5579463,0.44516362266848
UKC14,Durham CC,993.6314671996508,2011,UK,6.228829183828857,0.626875193615149,0.0489783258438894,0.0096346955082066,0.2141511028253146,0.049556183315524,0.0037065560520294,0.0110303431998913,0.2141511028253146,0.0726679736009323,0.4985961440565624,0.5164878823996821,train,0.5178965,5.1459822902809735
UKC14,Durham CC,1778.962003071035,2012,UK,11.686137020594623,0.656907623682842,0.0489783258438894,0.0096346955082066,0.2141511028253146,0.049556183315524,0.0037065560520294,0.0110303431998913,0.2141511028253146,0.0726679736009323,0.4985961440565624,0.5666792595391008,train,0.55386806,9.853102317983092
UKC14,Durham CC,2891.71726542994,2013,UK,16.815482424713547,0.5815050671011374,0.0489783258438894,0.0096346955082066,0.2141511028253146,0.049556183315524,0.0037065560520294,0.0110303431998913,0.2141511028253146,0.0726679736009323,0.4985961440565624,0.7211538461538461,train,0.5109379,14.774879666611113
UKC14,Durham CC,5364.097717529403,2014,UK,23.107817559419853,0.4307866630375789,0.0489783258438894,0.0096346955082066,0.2141511028253146,0.049556183315524,0.0037065560520294,0.0110303431998913,0.2141511028253146,0.0726679736009323,0.4985961440565624,0.7326007326007326,train,0.51013947,27.364380415233246
UKC14,Durham CC,9543.595741939756,2015,UK,38.08597539618562,0.3990736450498957,0.0489783258438894,0.0096346955082066,0.2141511028253146,0.049556183315524,0.0037065560520294,0.0110303431998913,0.2141511028253146,0.0726679736009323,0.4985961440565624,0.7199177236887213,train,0.5109379,48.76184831748322
UKC14,Durham CC,11630.79190706653,2016,UK,50.580665396185616,0.4348858254909906,0.0489783258438894,0.0096346955082066,0.2141511028253146,0.049556183315524,0.0037065560520294,0.0110303431998913,0.2141511028253146,0.0726679736009323,0.4985961440565624,0.6433823529411764,train,0.51442873,59.83213586898269
UKC14,Durham CC,12445.34457706653,2017,UK,52.07790539618561,0.418452900791123,0.0489783258438894,0.0096346955082066,0.2141511028253146,0.049556183315524,0.0037065560520294,0.0110303431998913,0.2141511028253146,0.0726679736009323,0.4985961440565624,0.7625272331154684,train,0.51013947,63.48861660230221
UKC14,Durham CC,12668.58902706653,2018,UK,54.29111539618561,0.4285490300474051,0.0489783258438894,0.0096346955082066,0.2141511028253146,0.049556183315524,0.0037065560520294,0.0110303431998913,0.2141511028253146,0.0726679736009323,0.4985961440565624,0.6266570257893469,train,0.52281845,66.2337224253625
UKC14,Durham CC,13024.98032544212,2019,UK,55.70208539618561,0.4276558121733274,0.0489783258438894,0.0096346955082066,0.2141511028253146,0.049556183315524,0.0037065560520294,0.0110303431998913,0.2141511028253146,0.0726679736009323,0.4985961440565624,0.5804111245465539,train,0.52281845,68.09700193352168
UKC14,Durham CC,13421.966133009471,2020,UK,56.38351539618561,0.4200838747276983,0.0489783258438894,0.0096346955082066,0.2141511028253146,0.049556183315524,0.0037065560520294,0.0110303431998913,0.2141511028253146,0.0726679736009323,0.4985961440565624,0.4937691041617681,train,0.51847464,69.58948988261469
UKC14,Durham CC,13967.18983814418,2021,UK,57.1753853961856,0.4093549673108938,0.0489783258438894,0.0096346955082066,0.2141511028253146,0.049556183315524,0.0037065560520294,0.0110303431998913,0.2141511028253146,0.0726679736009323,0.4985961440565624,0.4378980891719745,test,0.5579463,77.92942179637727
UKC14,Durham CC,14995.53681814418,2022,UK,63.1811253961856,0.4213328683221143,0.0489783258438894,0.0096346955082066,0.2141511028253146,0.049556183315524,0.0037065560520294,0.0110303431998913,0.2141511028253146,0.0726679736009323,0.4985961440565624,0.4001333777925975,test,0.5579463,83.66704593452666
UKC14,Durham CC,16750.745028144178,2023,UK,69.24987539618559,0.4134137035686096,0.0489783258438894,0.0096346955082066,0.2141511028253146,0.049556183315524,0.0037065560520294,0.0110303431998913,0.2141511028253146,0.0726679736009323,0.4985961440565624,,test,0.88538545,148.308661113763
UKC21,Northumberland,79.78610239266125,2010,UK,0.3976254041189265,0.4983642416345183,0.0327022990612831,0.0203340902557944,0.508069244721811,0.0332840478227651,0.0032988132096783,0.0205181709388228,0.508069244721811,0.0656468126651266,1.1124424910952255,0.3708281829419036,train,0.37603298,0.30002204891991774
UKC21,Northumberland,993.6314671996508,2011,UK,5.4787816164757,0.5513897050700837,0.0327022990612831,0.0203340902557944,0.508069244721811,0.0332840478227651,0.0032988132096783,0.0205181709388228,0.508069244721811,0.0656468126651266,1.1124424910952255,0.5562177195073501,train,0.427412,4.246900214689372
UKC21,Northumberland,1778.962003071035,2012,UK,10.216241751182002,0.5742810545444833,0.0327022990612831,0.0203340902557944,0.508069244721811,0.0332840478227651,0.0032988132096783,0.0205181709388228,0.508069244721811,0.0656468126651266,1.1124424910952255,0.5666792595391008,train,0.47722024,8.489567056226853
UKC21,Northumberland,2891.71726542994,2013,UK,13.187896885888309,0.4560576182031245,0.0327022990612831,0.0203340902557944,0.508069244721811,0.0332840478227651,0.0032988132096783,0.0205181709388228,0.508069244721811,0.0656468126651266,1.1124424910952255,0.5837912087912088,train,0.32391965,9.366840423074743
UKC21,Northumberland,5364.097717529403,2014,UK,17.414779885888308,0.3246544116632762,0.0327022990612831,0.0203340902557944,0.508069244721811,0.0332840478227651,0.0032988132096783,0.0205181709388228,0.508069244721811,0.0656468126651266,1.1124424910952255,0.6227106227106227,train,0.32108593,17.22336343515363
