country_cd,year,nuts_cd,nuts_name,national_capacity_mwp,capacity_mwp,regional_capacity_percentage,112_percentage,142_percentage,211_percentage,11_percentage,13_percentage,14_percentage,21_percentage,1_percentage,2_percentage,gva_pounds_million_75_percentage,predicted_capacity_percentage,scaled_predicted_capacity_percentage,predicted_capacity_mwp,scaled_predicted_capacity_mwp,predicted_national_capacity_mwp,scaled_predicted_national_capacity_mwp,predicted_national_capacity_percentage,scaled_predicted_national_capacity_percentage,national_residual_mwp,scaled_national_residual_mwp,national_residual_percentage,scaled_national_residual_percentage,residual_percentage,scaled_residual_percentage,residual_mwp,scaled_residual_mwp,country,set
UK,2010,UKH24,Bedford,79.78610239266125,0.2871802694126173,0.3599377094513044,0.0161381517612031,0.0068361119618748,0.1363746647410462,0.0166564883116063,0.0011926250032843,0.0075781223455011,0.1363746647410462,0.0287292358070663,0.1587346702471588,0.2472187886279357,0.4269147,0.462557,0.34061858579797394,0.36905620395983946,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,-0.06697698247374445,-0.10261927854956537,-0.05343831638535662,-0.08187593454722214,United Kingdom,train
UK,2010,UKF16,South Nottinghamshire,79.78610239266125,0.5077629714720794,0.6364052839342401,0.0324549358521877,0.007136511766822,0.1574393947049918,0.0324549358521877,0.0006304341182628,0.0082641400015733,0.1574393947049918,0.0470174627001691,0.1929857433256062,0.3708281829419036,0.5867037,0.6356865,0.4681080140912043,0.5071894951598953,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,0.04970156622565247,0.0007187671724603328,0.0396549573808751,0.0005734763121840736,United Kingdom,train
UK,2010,UKF21,Leicester,79.78610239266125,0.149509999999999,0.1873885244628154,0.0180728174405129,0.0014864296646956,0.0011181137741972,0.0198853140818654,0.0,0.0025804593596626,0.0011181137741972,0.0271728392117304,0.0026972026541718,0.1236093943139678,0.19582647,0.21217565,0.15624231077502837,0.16928668549319797,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,-0.008437946389082795,-0.024787127921942598,-0.006732310775029365,-0.01977668549319897,United Kingdom,train
UK,2010,UKK41,Plymouth,79.78610239266125,0.2142499999999992,0.2685304753271241,0.0179251390715533,0.0007395208712391,0.0010455400356219,0.0199156544394249,0.0006009458089456,0.0021962348499302,0.0010455400356219,0.0268571312344647,0.0026463345082012,0.2060156571899464,0.22476205,0.24352701,0.17932888787359755,0.19430070144504147,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,0.04376842302953193,0.02500346524392555,0.03492111212640164,0.019949298554957723,United Kingdom,train
UK,2010,UKL14,South West Wales,79.78610239266125,0.7115254041189246,0.8917911550776179,0.0395105480375515,0.0095337158280775,0.1075898988025469,0.040947460869471,0.001758800892889,0.0095337158280775,0.1075898988025469,0.0665830553002216,1.754237292633191,1.5245158632056035,0.91989756,0.9966981,0.7339504210423611,0.7952265399569408,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,-0.028106401227313782,-0.10490692641575983,-0.022425016923436458,-0.0837011358380162,United Kingdom,train
UK,2010,UKL18,Swansea,79.78610239266125,0.1847781061783902,0.2315918444906843,0.0241324503247214,0.0019217219735499,0.0087683129178982,0.0245691700098384,0.0001848516226733,0.003346677716328,0.0087683129178982,0.0337966424925832,0.07395568560582,0.3296250515039143,0.24945204,0.2702783,0.19902806865216585,0.21564452874040815,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,-0.01786019510873435,-0.03868646032460807,-0.014249962473775662,-0.030866422562017964,United Kingdom,train
UK,2010,UKL21,Monmouthshire and Newport,79.78610239266125,0.3066654041189263,0.3843594246648317,0.0233799215461391,0.0079505055170447,0.1021526843019313,0.0233799215461391,0.0007730473854659,0.0094177189275836,0.1021526843019313,0.0438931171218118,0.3099567721823593,1.112484548825711,0.5533672,0.59956676,0.4415101158433213,0.47837094422185067,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,-0.16900777284874863,-0.2152073330141539,-0.134844711724395,-0.17170554010292438,United Kingdom,train
UK,2010,UKK42,Torbay,79.78610239266125,0.0799751347063087,0.1002369238601443,0.0128233246749838,0.0010582566781147,0.0058243127442239,0.0133268855930951,0.0,0.0012715710488702,0.0058243127442239,0.0152782836219583,0.0081086961591496,0.1648125257519571,0.10388405,0.11255713,0.08288503499937767,0.08980494842585715,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,-0.0036471248997929917,-0.012320204211640678,-0.002909900293068979,-0.009829813719548455,United Kingdom,train
UK,2010,UKD34,Greater Manchester South West,79.78610239266125,0.2097151347063084,0.2628466968773725,0.0355301651920501,0.0051168017761529,0.0158995122494694,0.0358840617166928,0.0001908254873436,0.0098222056061572,0.0158995122494694,0.057359398847341,0.0226857437045986,0.4120313143798929,0.18635124,0.20190935,0.14868239461740074,0.16109559051297018,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,0.0764954571961286,0.060937348508727784,0.06103274008890766,0.04861954419333822,United Kingdom,train
UK,2010,UKD35,Greater Manchester South East,79.78610239266125,0.1484981061783904,0.1861202662182547,0.0401506078466832,0.0041631632945735,0.0001901177741345,0.0421612191575052,0.0004581744358689,0.0107553332565802,0.0001901177741345,0.0588971858755065,0.0249675134396371,0.5356407086938607,0.2831564,0.30679658,0.2259194593866798,0.24478103761257367,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,-0.0970361287402414,-0.12067631433480011,-0.07742135320828938,-0.09628293143418326,United Kingdom,train
UK,2010,UKE45,Wakefield,79.78610239266125,0.5145054041189265,0.6448559193765692,0.0315902258665624,0.0044908734358,0.0770385267638839,0.0318988327510421,0.0013965252109775,0.0065542461097819,0.0770385267638839,0.0480980696101826,0.0853180013994928,0.1236093943139678,0.36295143,0.39325356,0.2895847955096622,0.31376169190172026,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,0.2819044916784338,0.25160235454197444,0.22492060860926433,0.20074371221720627,United Kingdom,train
UK,2010,UKF11,Derby,79.78610239266125,0.1154951347063089,0.1447559552889403,0.018959367695233,0.0012741722214779,0.003062335369087,0.0192506123785039,0.000184016823879,0.0027143467932419,0.003062335369087,0.0269406653652976,0.0049947764655211,0.4944375772558714,0.1633701,0.17700957,0.13034663774604402,0.1412290341217337,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,-0.018614147355026367,-0.03225361232942975,-0.01485150303973512,-0.02573389941542481,United Kingdom,train
UK,2010,UKF12,East Derbyshire,79.78610239266125,0.7663697226540974,0.960530342593334,0.0285141931152677,0.0046715261282638,0.0852767386984173,0.0295333839841596,0.0017047379256472,0.0049488834549723,0.0852767386984173,0.0411167140207409,0.1453787811749644,0.2472187886279357,0.60843647,0.6592337,0.4854477560306382,0.5259768782473878,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,0.35209387732996733,0.3012966532851675,0.2809219666234592,0.2403928444067096,United Kingdom,train
UK,2010,UKF13,South and West Derbyshire,79.78610239266125,0.7420824247135607,0.9300898307595706,0.0512667067286644,0.0146411953830362,0.1348947914916149,0.0517715396604965,0.0082379608223358,0.0157543093966143,0.1348947914916149,0.0853661382137008,0.5714369850017044,0.7828594973217964,0.8552617,0.92666584,0.6823799327711861,0.739350578767133,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,0.07482814729552034,0.0034239882264590626,0.059702491942374536,0.0027318459464277245,United Kingdom,train
UK,2010,UKL24,Powys,79.78610239266125,0.4637832408846986,0.5812832397830697,0.0141999293744823,0.0044251810129603,0.0821198827327146,0.0143288744798233,0.0029190305418877,0.0045388427302333,0.0821198827327146,0.0244683265481217,1.1777286022413196,0.7004532344458179,0.49865383,0.54028547,0.3978564383214035,0.43107271381986917,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,0.08262941068532192,0.04099777168156826,0.06592680256329508,0.03271052706482941,United Kingdom,train
UK,2010,UKD11,West Cumbria,79.78610239266125,0.2282529714720809,0.2860811151655851,0.0218812342131838,0.0022726624455423,0.078237853845786,0.0228095277859066,0.0011242687462761,0.0031480221594167,0.078237853845786,0.0377334121949742,0.4634496516644543,0.288421920065925,0.31133154,0.33732402,0.24839930453348916,0.2691376816659167,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,-0.025250425180560532,-0.05124290808118004,-0.020146333061408256,-0.04088471019383577,United Kingdom,train
UK,2010,UKD33,Manchester,79.78610239266125,0.4161127020594633,0.5215353170300214,0.029577933766691,0.0026573053327099,9.83973356429753e-06,0.0322146015296256,4.848238019899399e-05,0.0069319738734337,9.83973356429753e-06,0.0454740053430329,0.0010610803178296,0.2472187886279357,0.3431479,0.37179667,0.2737843333306389,0.2966420646830971,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,0.17838741334922004,0.14973864945418525,0.14232836872882443,0.1194706373763662,United Kingdom,train
UK,2010,UKH25,Central Bedfordshire,79.78610239266125,0.3072554041189257,0.3850989018197575,0.0252519987235346,0.0104164814035128,0.1814291684957102,0.0252519987235346,0.0034388120739513,0.010521686184163,0.1814291684957102,0.0454205486133553,0.229313622165537,1.0300782859497322,0.44056764,0.4773498,0.3515117473420922,0.38085880396053756,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,-0.055468740630575164,-0.09225088613075827,-0.04425634322316646,-0.07360339984161185,United Kingdom,train
UK,2010,UKH31,Southend-on-Sea,79.78610239266125,0.1090478367657722,0.1366752272583783,0.0122697839537934,0.0010034944057686,0.0011493134690465,0.0122697839537934,0.0,0.0013646224188641,0.0011493134690465,0.0148941376066394,0.0019270637357927,0.4120313143798929,0.09775184,0.10591295,0.07799238205266225,0.08450381353164328,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,0.03892338630931977,0.030762273643189703,0.031055454713109956,0.024544023234128923,United Kingdom,train
UK,2010,UKH32,Thurrock,79.78610239266125,0.1337499999999999,0.1676357109685085,0.0114433092620171,0.001475804270846,0.0265322476136303,0.0117712145093943,0.0030923727099089,0.001475804270846,0.0265322476136303,0.0233479179508194,0.0395195312162202,0.2472187886279357,0.13551195,0.14682558,0.10811970439486966,0.11714640493794257,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,0.03212376131011463,0.020810129179491765,0.025630295605130235,0.01660359506205733,United Kingdom,train
UK,2010,UKL23,Flintshire and Wrexham,79.78610239266125,0.2774029714720799,0.3476833222242919,0.0284126048638256,0.0078082167845003,0.0729426740073998,0.0286377227813365,0.0021577718113174,0.0080641489644511,0.0729426740073998,0.0516348167463183,0.2701348661628946,0.5356407086938607,0.66455764,0.7200403,0.5302246520924417,0.5744921021163082,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,-0.3168743135598573,-0.3723569991258058,-0.25282168062036187,-0.2970891306442283,United Kingdom,train
UK,2010,UKL16,Gwent Valleys,79.78610239266125,0.2413951347063085,0.3025528600435959,0.036383808198171,0.0025499663980394,0.0049311146338748,0.036383808198171,0.0010550908275572,0.0039659946196744,0.0049311146338748,0.0476268428218452,0.0718386990173021,0.3296250515039143,0.5165265,0.55965036,0.41211639468114425,0.4465232104975544,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,-0.2139736602086319,-0.25709750149433747,-0.17072125997483575,-0.2051280757912459,United Kingdom,train
UK,2010,UKL17,Bridgend and Neath Port Talbot,79.78610239266125,0.1198327020594635,0.1501924501459113,0.0326665603773988,0.0033139635526995,0.0063391258616026,0.0326665603773988,0.0054157710196965,0.0049960730373117,0.0063391258616026,0.0570150149329973,0.094831893005248,0.4532344458178822,0.42569268,0.46123296,0.33964360892169454,0.36799978705182446,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,-0.27550022735195245,-0.3110405100782403,-0.21981090686223104,-0.24816708499236095,United Kingdom,train
UK,2010,UKD12,East Cumbria,79.78610239266125,0.4581908082378523,0.5742739581172934,0.0257086604149945,0.0117490135814041,0.1109140577650127,0.0261165354985939,0.0034512330400536,0.0120866895029379,0.1109140577650127,0.0506633068021535,0.959263666793053,0.7004532344458179,0.43597558,0.47237435,0.34784791189976993,0.376889085406318,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,0.13829837670974643,0.10189960828475864,0.11034289633808236,0.0813017228315343,United Kingdom,train
UK,2010,UKM50,Aberdeen City and Aberdeenshire,79.78610239266125,0.0,0.0,0.0479385431920792,0.0145250293391007,0.831626578081166,0.0485151384551201,0.0070027595284756,0.0158611529114172,0.831626578081166,0.0879557854766115,1.4513818532512872,1.0712814173877214,0.123559445,0.13387519,0.0985832698757913,0.10681379379474143,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,-0.12355944514274597,-0.13387519121170044,-0.0985832698757913,-0.10681379379474143,United Kingdom,train
UK,2010,UKC23,Sunderland,79.78610239266125,0.1205899999999996,0.1511416103603169,0.0226261731108831,0.0021865243559341,0.0172948648847718,0.0237126139084558,0.0001381541067548,0.0043777464811148,0.0172948648847718,0.034680429795866,0.0206302939785749,0.0824062628759785,0.2165768,0.23465839,0.17279819240900754,0.18722478131543352,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,-0.06543518939001117,-0.0835167799232677,-0.05220819240900794,-0.06663478131543392,United Kingdom,train
UK,2010,UKF30,Lincolnshire,79.78610239266125,1.037883240884697,1.300832112059859,0.0765385106617646,0.027969602067883,2.093518371966853,0.0771127079898981,0.0042002520741565,0.0288926851350927,2.093518371966853,0.1303850681845236,2.2066682024065534,1.1948908117016894,1.9555235,2.1187863,1.560236004489254,1.6904971060523313,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,-0.6546913788459028,-0.8179542229315961,-0.5223527636045571,-0.6526138651676343,United Kingdom,train
UK,2010,UKG11,"Herefordshire, County of",79.78610239266125,0.7337202694126165,0.919609114130764,0.0173889610602562,0.006149815102264,0.4997764658858647,0.0178638331773922,0.0005219396258413,0.006149815102264,0.4997764658858647,0.0284283221067944,0.777383244288696,0.6592501030078286,0.6333954,0.6862764,0.5053614785351449,0.5475531737355325,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,0.2862137403095054,0.23333273788335795,0.22835879087747157,0.186167095677084,United Kingdom,train
UK,2010,UKD36,Greater Manchester North West,79.78610239266125,0.1399275673531538,0.1753783718679612,0.0474599316414907,0.0073655483343777,0.0337060517482274,0.0482676110966346,0.0006253368045636,0.0098717011886786,0.0337060517482274,0.0649972393652198,0.0583467067125055,0.7004532344458179,0.3294666,0.35697314,0.2628685640039882,0.28481496208161,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,-0.15408823927896567,-0.18159476956384726,-0.12294099665083444,-0.14488739472845621,United Kingdom,train
UK,2010,UKD37,Greater Manchester North East,79.78610239266125,0.2336608082378531,0.2928590333789074,0.0494897825765268,0.0046321599529441,0.0044828357702785,0.0509101068766354,0.0003699368218857,0.0091635568633728,0.0044828357702785,0.06472461175607,0.0590902421216279,0.6592501030078286,0.31888655,0.3455098,0.2544271486707412,0.2756688043934469,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,-0.026027514901808546,-0.052650763955763624,-0.02076634043288808,-0.04200799615559378,United Kingdom,train
UK,2010,UKD41,Blackburn with Darwen,79.78610239266125,0.0646551347063088,0.0810355848542562,0.010311489363364,0.0013275173782353,0.0002476376266059,0.0114815619617566,1.06107842167731e-07,0.0020109683639936,0.0002476376266059,0.0150846501083178,0.0211095932865355,0.1236093943139678,0.10804759,0.117068276,0.08620695791795248,0.09340421143425769,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,-0.027012004805434656,-0.036032690955031824,-0.021551823211643673,-0.02874907672794888,United Kingdom,train
UK,2010,UKD42,Blackpool,79.78610239266125,0.04493,0.0563130653743184,0.0102897534960731,0.0012057575198452,6.186275213729273e-06,0.0116231186268447,0.0,0.0015222687947869,6.186275213729273e-06,0.0137618867188168,0.000508855177537,0.1236093943139678,0.06463994,0.070036605,0.05157368809906414,0.05587947682073989,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,-0.00832687548356887,-0.013723539626177512,-0.006643688099064141,-0.010949476820739892,United Kingdom,train
UK,2010,UKF22,Leicestershire CC and Rutland,79.78610239266125,0.8349135102973148,1.0464397749226442,0.0732029472384566,0.0199975441193869,0.5691419531732047,0.0735379925150776,0.0086890121377665,0.0202904742634416,0.5691419531732047,0.122871889428146,0.860645687710434,1.1536876802637,1.3582181,1.4716132,1.0836692987806982,1.1741427836714502,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,-0.3117782989222655,-0.4251733937937865,-0.24875578848338342,-0.33922927337413544,United Kingdom,train
UK,2010,UKF24,West Northamptonshire,79.78610239266125,0.4402778367657712,0.5518227154385575,0.0377252136921377,0.0142409060185517,0.3220009924891302,0.0377252136921377,0.0013668706096982,0.0155873065616764,0.3220009924891302,0.0660651852248001,0.4835961509514074,0.5356407086938607,0.7009716,0.7594944,0.5592779375745125,0.605971015039948,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,-0.14914888795499714,-0.20767170842771443,-0.1190001008087413,-0.1656931782741768,United Kingdom,train
UK,2010,UKF25,North Northamptonshire,79.78610239266125,0.3625505388252346,0.4544031202839934,0.0306762641653208,0.007324186428325,0.2534887999952617,0.0310206296416388,0.0025074724452166,0.0080825162689435,0.2534887999952617,0.0533502814206316,0.319958091395837,0.3708281829419036,0.7724992,0.8369937,0.6163470026599062,0.6678046192082651,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,-0.3180960833979524,-0.38259057402142654,-0.2537964638346716,-0.3052540803830305,United Kingdom,train
UK,2010,UKD44,Lancaster and Wyre,79.78610239266125,0.2056727020594626,0.2577801094321665,0.0215634675456587,0.0036010278176333,0.0174313958670135,0.021741420539125,0.0005639988543014,0.0041242794982375,0.0174313958670135,0.0307257836129575,0.2309465418282252,0.6180469715698393,0.26191136,0.28377783,0.20896886110253704,0.226415270163829,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,-0.0041312529774251705,-0.025997723552757812,-0.0032961590430744536,-0.02074256810436642,United Kingdom,train
UK,2010,UKE21,York,79.78610239266125,0.1503851347063083,0.188485375518407,0.0163977745050748,0.0027957487383796,0.063217931981403,0.0163977745050748,0.0004541571750222,0.0032214286214274,0.063217931981403,0.0239002737360899,0.0830112506475276,0.2060156571899464,0.20858838,0.22600302,0.16642454393992218,0.1803190047192804,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,-0.020103001122866504,-0.0375176454834088,-0.016039409233613883,-0.029933870012972097,United Kingdom,train
UK,2010,UKM62,"Inverness & Nairn and Moray, Badenoch & Strathspey",79.78610239266125,0.0,0.0,0.026630689667709,0.0068250610728048,0.1904140404356807,0.0273215124390477,0.0029731347478835,0.0071461963933423,0.1904140404356807,0.0601066721417254,0.5347749363719562,0.57684384013185,0.034946263,0.03786386,0.027882259934504574,0.030210099892712342,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,-0.0349462628364563,-0.03786386176943779,-0.027882259934504574,-0.030210099892712342,United Kingdom,train
UK,2010,UKJ14,Oxfordshire,79.78610239266125,2.4365462123567774,3.053847899933124,0.0688308449118622,0.02482284982033,0.6068242628465185,0.0701020200835644,0.0039545281558259,0.025187120285649,0.6068242628465185,0.1199113020419759,0.8904439471568977,1.8953440461475075,3.0071478,3.2582088,2.399286049698525,2.5995979134495,73.63818468367828,79.7860977154092,92.2945,99.99999,6.147917708982973,4.67725205055558e-06,7.7054977,7.6293945e-06,0.04670011093165938,-0.20436085174534258,0.037260162658252494,-0.16305170109272282,United Kingdom,train
