mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,mean_test_score,std_test_score,rank_test_score
3.21243632923473,0.08365332721694801,0.012030731547962536,0.0008294676182783369,0.01,5,600,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 600}",0.9383267023461968,0.9508338888254702,0.9487026548277177,0.9531954047019933,0.9538641850500276,0.9318562599632233,0.8893189049594377,0.8950715770720777,0.8376895264199314,0.8390344821347131,0.38412101801988785,0.8656376913018796,0.15784092383091933,6
3.8331163363023237,0.12433848843226565,0.013175119053233753,0.0034563330511336427,0.01,5,700,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 700}",0.9376651320849984,0.9530771800879617,0.9503888149427793,0.9549042693369066,0.9567433150806938,0.9335306293916511,0.889589019513604,0.890685623733428,0.8358444062363762,0.8384889399131908,0.3631868625190555,0.8640094720764222,0.16408091405030062,9
4.951636877926913,0.43653805030509824,0.016278331929987126,0.003752270961027035,0.01,5,800,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 800}",0.9356355844248834,0.9537641517139724,0.9522585745373903,0.9547828615285788,0.9586404350514801,0.9344755621948104,0.8906181680150255,0.889387747237644,0.8325476393334501,0.8372882597389532,0.3476988316634214,0.8624634377672372,0.16861487544475193,12
5.39197039604187,0.2617250834207623,0.01549430326981978,0.003440224479947141,0.01,5,900,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 900}",0.9321330792613569,0.9542977313098743,0.9537859560500499,0.9544689654000778,0.9598302341602359,0.9348731360547148,0.8917765956539648,0.8884832765014237,0.8281491547200667,0.8372286592027882,0.33697142897570165,0.8610907470263865,0.17169935533613878,15
5.7435125654393975,0.29102582028004265,0.01505767215381969,0.002267310850054174,0.01,5,1000,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 1000}",0.9307360754210499,0.9534471281169461,0.9545566505278611,0.9543150406359105,0.9609660230310567,0.9354608097750772,0.8933375489324566,0.8854375621471147,0.8263179278846418,0.8377724734221694,0.32521364479352777,0.8597782622443467,0.17499185132060235,25
3.3251318498091265,0.21010020049442785,0.011880939657037909,0.0016694304598224418,0.01,6,500,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 500}",0.9410911984111954,0.9543771062215821,0.9523146424195104,0.9452056502915077,0.9632082773397479,0.9361631943337876,0.8886395503441062,0.8994655443242408,0.8380126957744409,0.8413203161735866,0.37126487830237365,0.8664602776305526,0.16218133920749553,3
4.116398226131093,0.15138345816538756,0.011848254637284712,0.0004825087936531669,0.01,6,600,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 600}",0.940381594037437,0.9563813934394284,0.9554518526630797,0.9452943822411074,0.9657588652518437,0.9368183158091827,0.8922674981989814,0.897305362234856,0.8394447692097944,0.8410934120315566,0.36000483496486313,0.8663820254620119,0.1656893981069917,4
4.657723686911843,0.2978510224859858,0.01614568450234153,0.002321001440955202,0.01,6,700,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 700}",0.9401329487361141,0.95613813125741,0.957741056004379,0.9453928339033041,0.9668945069138531,0.9381100536514887,0.8930108717787711,0.8952082521114624,0.8390743441089038,0.84064961053995,0.34632854694038606,0.8653346505405476,0.16968518269876587,7
6.229711034081199,0.5394334975162537,0.0224498835476962,0.008375720893942616,0.01,6,800,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 800}",0.9395444109504718,0.9552644416868559,0.9589306326481112,0.9453933915827158,0.9679259694476688,0.939857690166302,0.8919447478304204,0.8913580345613872,0.8373918669765629,0.8395802154754743,0.33384206960576523,0.8637303155392487,0.17323871669207072,10
7.651724620298906,0.4731465709961352,0.022991007024591618,0.007056926144983704,0.01,6,900,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 900}",0.937723462919117,0.9552854751867496,0.9598823576050702,0.9444577877601199,0.9685920324654468,0.9406693034909788,0.8909519304570328,0.8882749709057403,0.833516868151387,0.8366752930259646,0.32706327460449913,0.8620993415065551,0.17516371450836835,13
8.63799879767678,0.8522051376586416,0.019730763001875443,0.0028282886533408185,0.01,6,1000,"{'learning_rate': 0.01, 'max_depth': 6, 'n_estimators': 1000}",0.935926684578706,0.9556674809306169,0.9609373357298138,0.9433145344084889,0.9690760014947977,0.940688838781652,0.8912238635258074,0.8845149730582702,0.831472557309283,0.835222237419268,0.3149387110804154,0.8602712016651928,0.178516542197608,24
4.442490122535012,0.32154276522490455,0.016824223778464577,0.0015407143370690856,0.01,7,500,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 500}",0.9377106840214658,0.956062938505877,0.9657076285478848,0.9372667984203507,0.9699955734597255,0.9279654780809833,0.8972342137214364,0.891844996055732,0.840308285042874,0.8486154918998728,0.3752604863488701,0.8679975067368246,0.16133430221321582,1
5.409810889850963,0.3466818635385972,0.018533663316206497,0.005159930113692935,0.01,7,600,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 600}",0.9369331364221702,0.9557789950017485,0.9670211652693264,0.936034767025088,0.9709138128489395,0.9283006969254128,0.8998843964609884,0.8878512267058078,0.8341437060217923,0.8498996910866833,0.35756841522864047,0.8658481826360546,0.16637643568929741,5
8.181792107495395,1.8833185559608723,0.03619859435341575,0.016576385274269318,0.01,7,700,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 700}",0.9355365423095268,0.9558078752324386,0.9679504517884838,0.931908486561337,0.9713271247894628,0.9276059895782299,0.9017957438050227,0.886633987618122,0.8319535943754583,0.8522984849097343,0.34625234487807155,0.8644609659859896,0.16940893656059883,8
15.636631575497715,1.850371093684334,0.045339410955255684,0.014628158266679365,0.01,7,800,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 800}",0.9346442267778807,0.9560833995439222,0.9683398896764909,0.9307050742975911,0.9715949138928278,0.9275002109343868,0.9027580809408741,0.8860332287509673,0.8299277715809752,0.854306565890991,0.334666176124664,0.8633235944010518,0.17263916041531674,11
18.23737645149231,0.825450877861696,0.04617959802800959,0.016309242141229374,0.01,7,900,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 900}",0.9331355486923958,0.9563218122209645,0.9682621791412533,0.9293595450273423,0.9713641997421725,0.9275346106301511,0.9032572479900803,0.8846299654916805,0.8281514701206134,0.8550019394309414,0.3259957159052239,0.8620922031266199,0.1749676888808096,14
19.391667691144075,0.943876275392959,0.057970177043568,0.02977668541967402,0.01,7,1000,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 1000}",0.9303647161364597,0.9562159765686529,0.9685032453856881,0.9275366919016472,0.9709326558115835,0.9279134663845392,0.9024050877040918,0.8821601565411038,0.8264964421356056,0.8559965180237837,0.3165445159566187,0.8604608611408885,0.17741335056625446,21
10.931526119058782,0.6139165363193719,0.04560453241521662,0.01400172490480828,0.01,8,500,"{'learning_rate': 0.01, 'max_depth': 8, 'n_estimators': 500}",0.9240334652777915,0.9544714335438549,0.9705292830476152,0.921143692992925,0.9696501060323456,0.9280079677481509,0.9033169072431622,0.8864479729368833,0.8303445035876875,0.8140660766645581,0.36886455909677773,0.8609887243792502,0.16303851495544266,18
12.430139064788818,1.1673406900137988,0.040081175890835846,0.002996258715592736,0.01,8,600,"{'learning_rate': 0.01, 'max_depth': 8, 'n_estimators': 600}",0.9220416790069008,0.9520247989730457,0.9708057629142722,0.9211494955341308,0.969463251252592,0.9294714420331409,0.9061337690230085,0.8834598739855523,0.8241313710042761,0.8098009321160169,0.35776119124292305,0.8587494151896237,0.16620228879889104,27
13.218256733634256,0.8814124760076076,0.052443374286998405,0.01548789460221054,0.01,8,700,"{'learning_rate': 0.01, 'max_depth': 8, 'n_estimators': 700}",0.9178041822609817,0.9510774916812138,0.9705577317477745,0.9199856540887261,0.9692646811290556,0.9291400321052316,0.9077913328699634,0.8815803277629235,0.8201906647020136,0.8092188451011174,0.3533193903764672,0.8572663939841335,0.16725949103846607,30
15.856563156301325,1.1107517390640367,0.04169895432212136,0.004858247208797559,0.01,8,800,"{'learning_rate': 0.01, 'max_depth': 8, 'n_estimators': 800}",0.9147840971787751,0.9504093714752171,0.9702169365273803,0.9193629502895635,0.9689895500732832,0.9287580812632557,0.9082828079705487,0.8782157171704943,0.8167160035204982,0.8089684716745728,0.35294109494095116,0.8561495529167764,0.16720691901857757,31
17.553176056254994,0.5911293540950285,0.04732114618474787,0.0174301082876847,0.01,8,900,"{'learning_rate': 0.01, 'max_depth': 8, 'n_estimators': 900}",0.9140269435170395,0.9503528365099351,0.9701267592264049,0.9185996793070279,0.9689562985571754,0.9289013674558351,0.9087663015285847,0.8760316750193822,0.8150462513626826,0.8078273591858007,0.3534253889691372,0.8556418964217278,0.16707378559878752,32
19.454884377392855,1.3932639199018302,0.057395371523770417,0.012094348009396353,0.01,8,1000,"{'learning_rate': 0.01, 'max_depth': 8, 'n_estimators': 1000}",0.9133463261736166,0.9504664724689631,0.9701292358442537,0.9182566318948804,0.9688520582563558,0.9286816985872832,0.9088864489132935,0.874872495510683,0.8141147758919391,0.807641357108263,0.3532701726119223,0.8553197884783139,0.16709016898478898,33
11.6157263842496,1.012185014300284,0.04716938192194158,0.012421615834754885,0.01,9,500,"{'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 500}",0.9193339227351334,0.9547357438706625,0.9724718763487785,0.9189021143795149,0.9668159233336733,0.9173745152656645,0.9087717791850682,0.8818824237772054,0.8269180241284213,0.8102667015998269,0.38921753252744506,0.8606082324683085,0.1570679185341868,20
14.486593528227372,1.0511603948304038,0.04475836320356889,0.015261367248090251,0.01,9,600,"{'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 600}",0.9125730658355415,0.9530526556069253,0.9735507804350407,0.9147579943401083,0.9671942522269541,0.9185510354959278,0.9110055419703328,0.8776801530994016,0.8208648705573658,0.8033778619549231,0.3779948249078262,0.8573275487663952,0.1601521940868699,29
15.234734925356777,1.2014066262035281,0.05412910201332786,0.01300084390187328,0.01,9,700,"{'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 700}",0.9079769371958041,0.9521186344049768,0.9744086489912712,0.9118558282922448,0.966652041600494,0.9187077703921377,0.9117735531676077,0.8742972251225327,0.8167143354366658,0.7986375997097844,0.3691703843565899,0.8547557235154645,0.16251499082165777,36
16.879468896172263,0.5535724864397583,0.05012002858248624,0.012514291960042667,0.01,9,800,"{'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 800}",0.9050491455999604,0.9512464580895725,0.9741987874629534,0.9101281361744402,0.9655662038292399,0.9186099245435444,0.9119110745202834,0.8715120886701391,0.8138917871728425,0.7969031306269184,0.3600451902616194,0.8526419933592284,0.16480915142650832,38
19.13287273320285,1.6295482915038109,0.055678757754239167,0.01971988224982994,0.01,9,900,"{'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 900}",0.9033675285679806,0.9506248422709608,0.9743971399848326,0.9091396457987522,0.9652300803041817,0.9190999567213928,0.9118998340222728,0.8699767570678776,0.8122678003196573,0.7950945116140525,0.3566280632198001,0.8516114690810692,0.1657091285742276,40
22.80877906625921,1.5669360191005186,0.0695954452861439,0.024083053734164767,0.01,9,1000,"{'learning_rate': 0.01, 'max_depth': 9, 'n_estimators': 1000}",0.902417367624105,0.9501488841310002,0.9742621693056897,0.9088471737701345,0.9648282973272823,0.9190978451659684,0.9116174091595828,0.8690120482104658,0.8109915604267799,0.794354002141346,0.35479475878136957,0.850942865094884,0.16614239691808155,42
13.104355985468084,2.0450608357948052,0.045965411446311256,0.007908275786269212,0.01,10,500,"{'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 500}",0.9082942731092181,0.9533194404143299,0.9750857287767065,0.908283323178328,0.9641991218737974,0.9155116091562604,0.9050838973161831,0.8749791820602859,0.8318343571906126,0.8129275570253551,0.39764931860426833,0.8588334371550314,0.15361554426388327,26
15.038339484821666,1.6061514210265115,0.05408906936645508,0.011369405180464778,0.01,10,600,"{'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 600}",0.9050014931575805,0.9507548958351489,0.9757205119507824,0.9037045703527821,0.9643621395685413,0.9157775442523008,0.9074399948029245,0.8710576684462826,0.8237093214087888,0.805302226232545,0.38444885178581456,0.8552072016175901,0.157290525031843,34
17.919609915126454,1.2214103825723839,0.05333863605152477,0.010344026157067551,0.01,10,700,"{'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 700}",0.9022742141896781,0.949383767739713,0.9757075552217382,0.9002530543779452,0.9636538546611944,0.915525557962328,0.9082999424200682,0.8676000709695278,0.8170636348926015,0.8006006999042456,0.3758802109099698,0.8523856875680917,0.15957585592315465,39
18.156905390999533,1.552461664015528,0.06481484933332964,0.024174473436211295,0.01,10,800,"{'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 800}",0.9000527597285107,0.9484831335229787,0.9752901847005592,0.8982480821088604,0.9633450366943859,0.9153117297149755,0.9084765504099518,0.8652903427502698,0.8143181097793091,0.7971707796115591,0.3712594720677572,0.8506587437353743,0.16075039335179558,43
21.373961145227607,1.8627004284619684,0.06381771781227806,0.019967166467087707,0.01,10,900,"{'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 900}",0.8987345065639158,0.9479204202999845,0.9749668444167852,0.897323798325664,0.9636924595909601,0.9149929307423045,0.9085430197919026,0.8635409691383801,0.8117125335213596,0.7947044617611694,0.3669254382516052,0.8493688529458211,0.16193730307333692,50
24.54007772965865,1.399827011145651,0.06904766776344994,0.01900949457988902,0.01,10,1000,"{'learning_rate': 0.01, 'max_depth': 10, 'n_estimators': 1000}",0.89747919443838,0.9475552113569976,0.9749988302693051,0.8966741614086062,0.9636662251674798,0.914938776380291,0.9086253065690226,0.8626866390041354,0.8100820116595719,0.7934095121425617,0.36375615113873094,0.8485338199577348,0.16279233118577074,53
6.3423919460990215,0.6506714144885503,0.026661049235950817,0.012550032501311967,0.1,3,500,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 500}",0.9225405077369089,0.9398051817298827,0.9591299937775709,0.9552241061096853,0.94962455673167,0.913787620267681,0.8812083820991211,0.8659022275966212,0.8103959059278527,0.8277052984155553,0.2632317019270495,0.8444141347563271,0.19010730786719393,133
6.909742507067594,0.7413277039657677,0.017254959453235973,0.00928056373884493,0.1,3,600,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 600}",0.9230329445047084,0.9393334644597121,0.960343586627578,0.9531434081393264,0.9497329394847017,0.9130845721258891,0.8835026593044383,0.8632835587112618,0.8067968137005341,0.8235413765058107,0.24177027899393844,0.8415968729598089,0.19611846646468603,209
7.99665624445135,0.6273385999828757,0.029880545356056908,0.011776741799945074,0.1,3,700,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 700}",0.9166694034207135,0.9383969684463257,0.9596376963494048,0.9521577300891038,0.9480736747201219,0.9104523084001149,0.8842436848805526,0.8600623135513197,0.8009524988240271,0.8228114005985963,0.23297724691141053,0.8387668114719719,0.19811295960579078,261
9.092536341060292,0.8460843259799234,0.022899909452958542,0.011195465024268509,0.1,3,800,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 800}",0.9135743240422849,0.9370388211566867,0.959183040592878,0.9514325212767818,0.9461685741891228,0.9045561079562436,0.8836305667556524,0.8599437172303842,0.7978158304865789,0.8214821288330203,0.2307589142772568,0.836871322436081,0.19826098381849414,292
9.916942509737881,0.8456587293675768,0.03334567763588645,0.015045568213642621,0.1,3,900,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 900}",0.9114975558109082,0.936588812747696,0.9594631255360095,0.9504495559189547,0.9449136793627448,0.9025581335168883,0.8840908044158263,0.8597176336969179,0.7939245592720953,0.8225468289831508,0.2162175343161863,0.8347243839615799,0.20212304911986284,335
11.806224736300381,1.4032867222912222,0.03081536293029785,0.010930773817921945,0.1,3,1000,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000}",0.9105363278006603,0.9364096450160201,0.9607322287015825,0.9491203923757965,0.944514563720167,0.9020943856622714,0.884023584285304,0.8586901161082559,0.7934238724651226,0.8218141743322117,0.21562278109082722,0.8342710974143835,0.2022163727019336,342
6.144578781994906,0.22354910335608633,0.02914142608642578,0.007185666696454532,0.1,4,500,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 500}",0.9296318891809721,0.939036606848791,0.9500541241585632,0.924961272007712,0.9557483932593258,0.9186209204300029,0.8979750480220087,0.851002303659035,0.801562056749801,0.8279132417085352,0.17508863845060474,0.8337813176795773,0.2139538695834459,349
7.8930510824376885,0.7051003222655049,0.03096261891451749,0.012640555748040107,0.1,4,600,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 600}",0.9289171091204982,0.9372753859182044,0.9500654123828092,0.9235425000865727,0.9537745770367323,0.9168160353566783,0.8976661417030241,0.849224700139879,0.8014180041359306,0.8242916878881087,0.1729797296848663,0.832361025768482,0.21420631585377317,362
9.141241160306064,0.985637700394359,0.04131906682794744,0.020010288780968413,0.1,4,700,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 700}",0.9268966453150203,0.9372378602683373,0.9507754386011622,0.9209498607910007,0.9520689470867025,0.9163832970855879,0.9002314141972997,0.8472846284400904,0.7997257524622393,0.8246802143742044,0.1755820115477258,0.8319832791063064,0.21330858579468084,369
11.289278854023326,1.0716542440919097,0.029481996189464222,0.012201504333853213,0.1,4,800,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 800}",0.9236965003192136,0.9362915242888105,0.9507720850484352,0.9183627761793018,0.9521203485572048,0.9160784227453543,0.9007350774945228,0.8449719261334756,0.7966671824108352,0.8248544463285434,0.17628549028096052,0.8309850708896963,0.21287871554652432,378
11.929182659495961,1.1234256057659797,0.0373738245530562,0.019644700670426226,0.1,4,900,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 900}",0.9231226103791382,0.9355156640665494,0.9513968714865756,0.9165786735468795,0.9519122777929307,0.9156260837452009,0.9003659114757729,0.8440643751040554,0.7954633785080929,0.8248117271962898,0.17911068296851662,0.8307243869336365,0.21197188239994255,379
13.267004858363759,0.9505175236466438,0.04011173681779341,0.01784928474844216,0.1,4,1000,"{'learning_rate': 0.1, 'max_depth': 4, 'n_estimators': 1000}",0.9214046975112159,0.935271802988772,0.9522166951347838,0.9153366236377585,0.9513228007687241,0.9153227815686548,0.900162586410872,0.8433594057117058,0.7950590496602141,0.823670183559424,0.17544487338857317,0.8298701363946089,0.2128721035737403,386
7.954452904787931,0.8173239186255497,0.03260369734330611,0.010373309125840323,0.1,5,500,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 500}",0.9136089855975632,0.9391484037648857,0.9588520842980642,0.9466982605030052,0.959339637266348,0.930649944610503,0.8986062352752546,0.8583879771144647,0.8106234830310971,0.8116700665331869,0.25119617689695484,0.8435255686264843,0.1942842286368373,153
10.545705903660167,0.8323216419361481,0.04138274626298384,0.024669569643542336,0.1,5,600,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 600}",0.912129472662105,0.9390201804233861,0.9585719539474317,0.945486423777839,0.9579618103547899,0.93021229947958,0.8987133804030563,0.8549633018809281,0.8094126369412387,0.8100860779611717,0.25114112738042527,0.8425180604738138,0.19410264725899123,180
12.644550735300237,1.4490088471939844,0.03791763565757058,0.018945761374699544,0.1,5,700,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 700}",0.9097177849543017,0.9386241272338958,0.9588573326550157,0.9440335304160826,0.9568808679630754,0.9298058372974005,0.8989295253762742,0.853828299106662,0.8080792082770963,0.8092485627237103,0.2493889684276963,0.8415812767664737,0.19439555250462615,210
12.695459864356302,0.9611706024975862,0.037269245494495735,0.012759202031945959,0.1,5,800,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 800}",0.9060284653811707,0.9381892106234466,0.958235477572974,0.9429529044711606,0.9570225429415088,0.9286918545834161,0.8988735341002667,0.8525983923677216,0.8069187747720258,0.8082257759272907,0.24944042010461298,0.8406524866223267,0.19414733023486008,234
13.116788192228837,0.8563735779534549,0.03173494338989258,0.011612892145984051,0.1,5,900,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 900}",0.9054832997395498,0.9377922681697024,0.9577856624672938,0.9425487856394492,0.956570042971373,0.9283711804498933,0.8990654331266271,0.8514554427067249,0.8065994892219418,0.8073010061658631,0.24902701721079679,0.8401817843517467,0.19416315074787213,235
14.805494286797263,1.3394468950890512,0.03721980615095659,0.024533262592101753,0.1,5,1000,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1000}",0.9050553987901478,0.9377777775655822,0.9573863497574076,0.9420420861632263,0.9561034441497159,0.9278438972937472,0.8995384701272269,0.8506184547245715,0.8061572999812553,0.8069346302317321,0.24836919272071045,0.8398024546823021,0.19425948252859845,242
8.815908497030085,1.4178049937552724,0.04148851741443981,0.01806216547702429,0.1,6,500,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 500}",0.9059320434827023,0.9436680861628486,0.9623433129676038,0.9336899536800636,0.9589650914074289,0.9284396985949774,0.9026862658891858,0.8655012258171269,0.8153952046448392,0.8286195412390878,0.24624156990173063,0.8446801812534176,0.19503775691621977,126
10.542508407072587,0.8435059688915977,0.03282163359902122,0.012750524343840209,0.1,6,600,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 600}",0.9048566190809174,0.9430262063881664,0.9621652164392879,0.9318619392736448,0.9580192982116226,0.9276166556422353,0.9028355566215872,0.8635708365278383,0.8156038696023897,0.8288892030756955,0.24247416801724786,0.8437199608073302,0.1958423258467799,152
10.930074366656216,1.1333877403702635,0.0336166728626598,0.012953182368264166,0.1,6,700,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 700}",0.9040372346545321,0.9422889156642968,0.9614647930856487,0.9306319966531686,0.9574502332104352,0.9273978794002811,0.902731646191138,0.8623916782950765,0.814393218665558,0.8277080766113183,0.24099116662948405,0.8428624399146307,0.1960819609857351,173
